hospital_id,entity_code,hospital_name,district,ownership,directorate,verified_specialties,latitude,longitude,hospital_name_ta
TNH0489,H_18713,"Kanyakumari Medical College Hosp, Kanyakumari TN.",Kanyakumari,Govt-DME,Govt,"General Medicine,Pediatrics",8.1783418,77.3939916,"கன்னியாகுமரி மருத்துவக் கல்லூரி மருத்துவமனை, கன்னியாகுமரி டி.என்."
TNH0491,H_25942,"Lifecare Hospital, Nagercoil, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.1892923,77.4041798,"லைஃப்கேர் மருத்துவமனை, நாகர்கோவில், கன்னியாகுமரி டி.என்."
TNH0492,H_22365,"Lister Hospital Marthandam, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.3061489,77.2231026,"லிஸ்டர் மருத்துவமனை மார்த்தாண்டம், கன்னியாகுமரி டி.என்."
TNH0493,H_18584,"M L Hospital,Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.1673162,77.4200776,"எம் எல் மருத்துவமனை, கன்னியாகுமரி, தமிழ்நாடு."
TNH0496,H_19060,"NIMS, Thiruvananthapuram",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.4122195,77.0659184,"NIMS, திருவனந்தபுரம்"
TNH0498,H_19031,"PPK Hospital, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.3057074,77.2225088,"பிபிகே மருத்துவமனை, கன்னியாகுமரி, தமிழ்நாடு."
TNH0499,H_24409,"PRS Hospital Pvt Ltd,Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.0843512,77.5495019,"பிஆர்எஸ் ஹாஸ்பிடல் பிரைவேட் லிமிடெட், கன்னியாகுமரி, தமிழ்நாடு."
TNH0500,H_18520,"Rathna Memorial Hospital, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.2875306,77.2709872,"ரத்னா நினைவு மருத்துவமனை, கன்னியாகுமரி டி.என்."
TNH0501,H_19862,"S A Catherine Booth Hospital, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.1999765,77.430557,"எஸ் ஏ கேத்தரின் பூத் மருத்துவமனை, கன்னியாகுமரி, தமிழ்நாடு."
TNH0502,H_22097,"Saraswathi Hospital,Kanyakumari,TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.348764,77.148677,"சரஸ்வதி மருத்துவமனை, கன்னியாகுமரி, தமிழ்நாடு."
TNH0503,H_23655,"Sathyam hospital, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.1898696,77.4154669,"சத்யம் மருத்துவமனை, கன்னியாகுமரி டி.என்."
TNH0505,H_18216,"Siva Hospital, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.2036798,77.3079348,"சிவா மருத்துவமனை, கன்னியாகுமரி டி.என்."
TNH0506,H_23412,"Sivanthi hospital,Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.0908664,77.5493583,"சிவந்தி மருத்துவமனை, கன்னியாகுமரி TN."
TNH0507,H_18246,"Sri Mookambika Inst of Med Scs Hosp,Kanykumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.3605661,77.2922623,"ஸ்ரீ மூகாம்பிகா இன்ஸ்ட் ஆஃப் மெட் Scs ஹாஸ்ப், கன்னிக்குமரி TN."
TNH0508,H_22758,"Srinivasa hospital,Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.2012421,77.4551104,"ஸ்ரீனிவாசா மருத்துவமனை, கன்னியாகுமரி டி.என்."
TNH0509,H_19016,"Subam Hospital, Kanyakumari TN",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.2696939,77.439874,"சுபம் மருத்துவமனை, கன்னியாகுமரி டி.என்"
TNH0510,H_23593,"Thilagaram Nursing home, Nagercoil TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.1820989,77.4153892,"திலகரம் முதியோர் இல்லம், நாகர்கோவில் TN."
TNH0512,H_19023,"Vasantham Health Centre, Kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.1865684,77.4292199,"வசந்தம் சுகாதார நிலையம், கன்னியாகுமரி டி.என்."
TNH0513,H_23719,"William hospital,kanyakumari TN.",Kanyakumari,PVT HOSPITAL,Pvt,Multi-Speciality,8.2743991,77.2800477,"வில்லியம் மருத்துவமனை, கன்னியாகுமரி, தமிழ்நாடு."
TNH0514,H_18513,"Abirami Hospital,Karur TN.",Karur,PVT HOSPITAL,Pvt,Multi-Speciality,10.9560425,78.0808932,"அபிராமி மருத்துவமனை, கரூர், தமிழ்நாடு."
TNH0515,H_23466,"ABS Hospital, Karur TN.",Karur,PVT HOSPITAL,Pvt,"Cardiology,Nephrology,Multi-Speciality",10.9431458,78.0891654,"ஏபிஎஸ் மருத்துவமனை, கரூர், தமிழ்நாடு."
TNH0516,H_26071,"Akshaya Hospital, Karur, TN.",Karur,PVT HOSPITAL,Pvt,Multi-Speciality,10.9658592,78.0534821,"அக்ஷயா மருத்துவமனை, கரூர், தமிழ்நாடு."
TNH0517,H_18275,"Amaravathi Hospital,Karur TN.",Karur,PVT HOSPITAL,Pvt,Multi-Speciality,10.960235,78.0684862,"அமராவதி மருத்துவமனை, கரூர், தமிழ்நாடு."
TNH0518,H_24116,"APJ Hospital, Thogaimalai, Karur TN.",Karur,PVT HOSPITAL,Pvt,Multi-Speciality,10.7263564,78.4102855,"ஏபிஜே மருத்துவமனை, தோகைமலை, கரூர் டிஎன்."
TNH0519,H_18415,"Apollo Logo Hospital,Karur TN.",Karur,PVT HOSPITAL,Pvt,Multi-Speciality,10.9604389,78.2442738,"அப்பல்லோ லோகோ மருத்துவமனை, கரூர் டி.என்."
TNH0520,H_18588,"G.C.Hospital,Karur TN.",Karur,PVT HOSPITAL,Pvt,Multi-Speciality,10.9629253,78.0769037,"ஜி.சி. மருத்துவமனை, கரூர், தமிழ்நாடு."
TNH0521,H_22299,"Govt Hospital Manmangalam,Karur TN.",Karur,Govt-DMS,Govt,"General Medicine,Pediatrics",11.0276275,78.0645481,"அரசு மருத்துவமனை மண்மங்கலம், கரூர் டி.என்."
TNH0522,H_23010,"Govt Hospital Pallapatti,Karur TN.",Karur,Govt-DMS,Govt,"General Medicine,Pediatrics",10.7061189,77.8906186,"அரசு மருத்துவமனை பள்ளபட்டி, கரூர் டி.என்."
TNH0523,H_22300,"Govt Hospital Velayuthampalayam,Karur TN.",Karur,Govt-DMS,Govt,"General Medicine,Pediatrics",10.9567487,78.0801692,"அரசு மருத்துவமனை வேலாயுதம்பாளையம், கரூர் டி.என்."
TNH0524,H_24394,"Govt Hospital, Aravankurichi, Karur TN.",Karur,Govt-DMS,Govt,"General Medicine,Pediatrics",10.7720813,77.9096963,"அரசு மருத்துவமனை, அரவங்குறிச்சி, கரூர் டி.என்."
TNH0525,H_24395,"Govt Hospital, Kadavur, Karur TN.",Karur,Govt-DMS,Govt,"General Medicine,Pediatrics",10.5946459,78.1758853,"அரசு மருத்துவமனை, கடவூர், கரூர் டி.என்."
TNH0526,H_24396,"Govt Hospital, Krishnarayapuram, Karur TN.",Karur,Govt-DMS,Govt,"General Medicine,Pediatrics",10.9600778,78.0766036,"அரசு மருத்துவமனை, கிருஷ்ணராயபுரம், கரூர் டி.என்."
TNH0527,H_23578,"Govt Hospital,Mylampatty,Karur TN.",Karur,Govt-DMS,Govt,"General Medicine,Pediatrics",10.9567487,78.0801692,"அரசு மருத்துவமனை, மைலம்பட்டி, கரூர் டி.என்."
TNH0528,H_22313,"Govt Medical College and Hospital, Karur TN.",Karur,Govt-DME,Govt,"General Medicine,Pediatrics",10.9567487,78.0801692,"அரசு மருத்துவக் கல்லூரி மற்றும் மருத்துவமனை, கரூர், தமிழ்நாடு."
TNH0529,H_24722,"Govt.CHC Panjapatty,Krishnarayapuram ,Karur TN.",Karur,Govt-MTM,Govt,General Medicine,10.8306905,78.3109923,"அரசு சிஎச்சி பஞ்சப்பட்டி, கிருஷ்ணராயபுரம், கரூர் டிஎன்."
TNH0530,H_20067,"Govt.Head Qrtrs Hosp Kulithalai,Karur TN.",Karur,Govt-DMS,Govt,"General Medicine,Pediatrics",10.9567487,78.0801692,"அரசு தலைமை க்யூஆர்டிஎஸ் மருத்துவமனை குளித்தலை, கரூர் டிஎன்."
TNH0540,H_19630,"Nirmala Nursing Home, Karur TN.",Karur,PVT HOSPITAL,Pvt,Multi-Speciality,10.9398201,78.1454101,"நிர்மலா முதியோர் இல்லம், கரூர் டி.என்."
TNH0541,H_18542,"Sri Rathina Hospital,Karur TN.",Karur,PVT HOSPITAL,Pvt,Multi-Speciality,10.9632539,78.0755951,"ஸ்ரீ ரத்தின மருத்துவமனை, கரூர் டி.என்."
TNH0542,H_24154,"Sunetra Best Care Hospital, Karur TN.",Karur,PVT HOSPITAL,PVT,Multi-Speciality,10.961951,78.0739601,"சுனேத்ரா பெஸ்ட் கேர் மருத்துவமனை, கரூர் டி.என்."
TNH0543,H_19631,"ARK Nursing Home, Krishnagiri TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.5229496,78.2139789,"ஏ.ஆர்.கே நர்சிங் ஹோம், கிருஷ்ணகிரி, தமிழ்நாடு."
TNH0546,H_21131,"Chandrasekara Hospital, Hosur, Krishnagiri TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.7464293,77.8332682,"சந்திரசேகர மருத்துவமனை, ஓசூர், கிருஷ்ணகிரி டி.என்."
TNH0551,H_19713,"Govt Hospital Denkani Kottai, Krishnagiri TN.",Krishnagiri,Govt-DMS,Govt,"General Medicine,Pediatrics",12.5269836,77.7898513,"அரசு மருத்துவமனை தேன்கனி கோட்டை, கிருஷ்ணகிரி TN."
TNH0552,H_24656,"Govt Hospital Pochampalli, Krishnagiri TN.",Krishnagiri,Govt-DMS,Govt,"General Medicine,Pediatrics",12.3262452,78.3623569,"அரசு மருத்துவமனை போச்சம்பள்ளி, கிருஷ்ணகிரி TN."
TNH0553,H_24452,"Govt Hospital, Barugur, Kirishnagiri TN.",Krishnagiri,Govt-DMS,Govt,"General Medicine,Pediatrics",12.5443691,78.357241,"அரசு மருத்துவமனை, பருகூர், கிரிஷ்ணகிரி டி.என்."
TNH0554,H_24451,"Govt Hospital, Mathur, Kirishnagiri TN.",Krishnagiri,Govt-DMS,Govt,"General Medicine,Pediatrics",12.3829006,78.4134597,"அரசு மருத்துவமனை, மாத்தூர், கிரிஷ்ணகிரி டி.என்."
TNH0557,H_18482,"Govt Krishnagiri Med Coll and Hosp,Krishnagiri TN",Krishnagiri,Govt-DME,Govt,"General Medicine,Pediatrics",12.5208426,78.2221468,"கிருஷ்ணகிரி அரசு மருத்துவக் கல்லூரி மற்றும் மருத்துவமனை, கிருஷ்ணகிரி TN"
TNH0563,H_22346,"Govt. Hospital, Uthangarai, Krishnagiri TN.",Krishnagiri,Govt-DMS,Govt,"General Medicine,Pediatrics",12.2660941,78.5359074,"அரசு மருத்துவமனை, ஊத்தங்கரை, கிருஷ்ணகிரி டி.என்."
TNH0564,H_18526,"Govt.Head Qrtrs Hosp Hosur, Krishnagiri TN.",Krishnagiri,Govt-DMS,Govt,"General Medicine,Pediatrics",12.7151269,77.820915,"அரசு தலைமை மருத்துவமனை, ஓசூர், கிருஷ்ணகிரி, தமிழ்நாடு."
TNH0566,H_18880,"Jeeva Hospital, Krishnakari TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.5236684,78.2174581,"ஜீவா மருத்துவமனை, கிருஷ்ணகாரி TN."
TNH0567,H_23862,"Jeevan Hospital,Denkanikottai Krishnagiri TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.5266125,77.7888906,"ஜீவன் மருத்துவமனை, தேன்கனிக்கோட்டை கிருஷ்ணகிரி TN."
TNH0568,H_21130,"Kauvery Hospital, Hosur,Krishnagiri TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.7284909,77.8244931,"காவேரி மருத்துவமனை, ஓசூர், கிருஷ்ணகிரி டி.என்."
TNH0569,H_22764,"Lakshmi Hospital, Krishnagiri TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.7327374,77.8255561,"லட்சுமி மருத்துவமனை, கிருஷ்ணகிரி டி.என்."
TNH0570,H_25595,"Medgenome Labs Ltd, Bangalore DC.",Krishnagiri,DC PVT-STANDALONE,Pvt,Multi-Speciality,12.8410832,77.6658428,"மெட்ஜெனோம் லேப்ஸ் லிமிடெட், பெங்களூர் DC."
TNH0571,H_18573,"Narayana Hrudayalaya,Bangalore,Karnataka TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.9628957,77.57754,"நாராயண ஹ்ருதயாலயா, பெங்களூர், கர்நாடகா TN."
TNH0572,H_25832,"Om Sakthi Hospital Pvt Ltd, Krishnagiri, TN.",Krishnagiri,PVT HOSPITAL,Pvt,"Gynecology,Multi-Speciality",12.5188927,78.2181083,"ஓம் சக்தி மருத்துவமனை பிரைவேட் லிமிடெட், கிருஷ்ணகிரி, TN."
TNH0573,H_23173,"Oxford Med Col and Research ctr, Bangalore TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.9169151,77.6013591,"ஆக்ஸ்போர்டு மருத்துவக் கல்லூரி மற்றும் ஆராய்ச்சி மையம், பெங்களூரு, தமிழ்நாடு."
TNH0574,H_20515,"P.E.S.I.M.S.R Hospital, Chittoor, Krishnagiri TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.7907129,78.3657609,"பி.இ.எஸ்.ஐ.எம்.எஸ்.ஆர் மருத்துவமனை, சித்தூர், கிருஷ்ணகிரி, தமிழ்நாடு."
TNH0576,H_25519,"People Tree Hospitals, Krishnagiri TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.5247853,78.216004,"பீப்பிள் ட்ரீ மருத்துவமனைகள், கிருஷ்ணகிரி, தமிழ்நாடு."
TNH0577,H_25658,"PSV Hospital, Krishnagiri TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.5347863,78.2941702,"பி.எஸ்.வி மருத்துவமனை, கிருஷ்ணகிரி, தமிழ்நாடு."
TNH0579,H_23174,"Raja Rajeshwari Med Col, Bangalore TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.5247853,78.216004,"ராஜ ராஜேஸ்வரி மெட் கர்னல், பெங்களூர் TN."
TNH0580,H_18547,"Sagar Hospitals,Bangalore TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.9280141,77.5994766,"சாகர் மருத்துவமனைகள், பெங்களூரு, தமிழ்நாடு."
TNH0581,H_23905,"Santhi Hospital, Hosur, Krishnagiri TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.748981,77.8057243,"சாந்தி மருத்துவமனை, ஓசூர், கிருஷ்ணகிரி டி.என்."
TNH0582,H_23757,"Shree Arunachala Hospital, Krishnagiri TN.",Krishnagiri,PVT HOSPITAL,Pvt,"Orthopedics,Multi-Speciality",12.5220228,78.2179289,"ஸ்ரீ அருணாச்சலா மருத்துவமனை, கிருஷ்ணகிரி TN."
TNH0583,H_22700,"Sri Saraswathi Hospital, Krishnagiri TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.5133957,78.2217154,"ஸ்ரீ சரஸ்வதி மருத்துவமனை, கிருஷ்ணகிரி TN."
TNH0584,H_23588,"St.Peters MedCol Hosp and ResInst, Krishnagiri TN.",Krishnagiri,PVT HOSPITAL,Pvt,Multi-Speciality,12.5208426,78.2221468,"செயின்ட் பீட்டர்ஸ் மருத்துவக் கல்லூரி மருத்துவமனை மற்றும் ஆராய்ச்சி நிறுவனம், கிருஷ்ணகிரி, தமிழ்நாடு."
